1976	298.1	371.8	-73.7	1,032.8	1,288.3	-255.5	0.2886	16.6	20.8	-4.1	
1977	355.6	409.2	-53.7	1,148.4	1,321.8	-173.3	0.3096	17.5	20.2	-2.6	
1978	399.6	458.7	-59.2	1,214.1	1,393.9	-179.8	0.3291	17.5	20.1	-2.6	
1979	463.3	504.0	-40.7	1,296.7	1,410.7	-114.0	0.3573	18.0	19.6	-1.6	
1980	517.1	590.9	-73.8	1,309.5	1,496.4	-187.0	0.3949	18.5	21.1	-2.6	
1981	599.3	678.2	-79.0	1,366.0	1,546.0	-180.0	0.4387	19.1	21.6	-2.5	
1982	617.8	745.7	-128.0	1,309.7	1,581.0	-271.3	0.4717	18.6	22.5	-3.9	
1983	600.6	808.4	-207.8	1,213.5	1,633.4	-419.9	0.4949	17.0	22.8	-5.9	
1984	666.4	851.8	-185.4	1,290.3	1,649.2	-358.9	0.5165	16.9	21.5	-4.7	
1985	734.0	946.3	-212.3	1,376.1	1,774.2	-398.0	0.5334	17.2	22.2	-5.0	
1986	769.2	990.4	-221.2	1,404.3	1,808.3	-403.9	0.5477	17.0	21.8	-4.9	
1987	854.3	1,004.0	-149.7	1,517.1	1,783.0	-265.9	0.5631	17.9	21.0	-3.1	
1988	909.2	1,064.4	-155.2	1,562.3	1,828.9	-266.6	0.5820	17.6	20.6	-3.0	
1989	991.1	1,143.7	-152.6	1,640.1	1,892.7	-252.6	0.6043	17.8	20.5	-2.7	
1990	1,032.0	1,253.0	-221.0	1,657.5	2,012.5	-355.0	0.6226	17.4	21.2	-3.7	
1991	1,055.0	1,324.2	-269.2	1,619.3	2,032.6	-413.3	0.6515	17.3	21.7	-4.4	
1992	1,091.2	1,381.5	-290.3	1,614.7	2,044.3	-429.6	0.6758	17.0	21.5	-4.5	
1993	1,154.3	1,409.4	-255.1	1,659.0	2,025.6	-366.6	0.6958	17.0	20.7	-3.8	
1994	1,258.6	1,461.8	-203.2	1,775.9	2,062.6	-286.7	0.7087	17.5	20.3	-2.8	
1995	1,351.8	1,515.7	-164.0	1,853.3	2,078.1	-224.8	0.7294	17.8	20.0	-2.2	
1996	1,453.1	1,560.5	-107.4	1,949.9	2,094.0	-144.2	0.7452	18.2	19.6	-1.3	
1997	1,579.2	1,601.1	-21.9	2,077.4	2,106.2	-28.8	0.7602	18.6	18.9	-0.3	
1998	1,721.7	1,652.5	69.3	2,244.8	2,154.4	90.3	0.7670	19.2	18.5	0.8	
1999	1,827.5	1,701.8	125.6	2,352.5	2,190.8	161.7	0.7768	19.2	17.9	1.3	
2000	2,025.2	1,789.0	236.2	2,543.6	2,246.9	296.7	0.7962	19.9	17.6	2.3	
2001	1,991.1	1,862.8	128.2	2,435.6	2,278.7	156.9	0.8175	18.8	17.6	1.2	
2002	1,853.1	2,010.9	-157.8	2,229.2	2,419.0	-189.8	0.8313	17.0	18.5	-1.5	
2003	1,782.3	2,159.9	-377.6	2,086.0	2,528.0	-441.9	0.8544	15.7	19.1	-3.3	
2004	1,880.1	2,292.8	-412.7	2,142.8	2,613.2	-470.4	0.8774	15.6	19.0	-3.4	
2005	2,153.6	2,472.0	-318.3	2,371.8	2,722.4	-350.6	0.9080	16.7	19.2	-2.5	
2006	2,406.9	2,655.0	-248.2	2,562.1	2,826.3	-264.2	0.9394	17.6	19.4	-1.8	
2007	2,568.0	2,728.7	-160.7	2,663.1	2,829.7	-166.7	0.9643	17.9	19.0	-1.1	
2008	2,524.0	2,982.5	-458.6	2,529.0	2,988.5	-459.5	0.9980	17.1	20.2	-3.1	
2009	2,105.0	3,517.7	-1,412.7	2,105.0	3,517.7	-1,412.7	1.0000	14.6	24.4	-9.8	
2010	2,162.7	3,457.1	-1,294.4	2,137.5	3,416.8	-1,279.3	1.0118	14.6	23.4	-8.8	
2011	2,303.5	3,603.1	-1,299.6	2,232.7	3,492.4	-1,259.7	1.0317	15.0	23.4	-8.4	
2012	2,450.2	3,537.1	-1,087.0	2,331.0	3,365.2	-1,034.1	1.0511	15.2	22.0	-6.8	
2013	2,775.1	3,454.6	-679.5	2,597.9	3,234.0	-636.1	1.0682	16.7	20.8	-4.1	
2014	3,001.7	3,650.5	-648.8	2,768.9	3,367.3	-598.5	1.0841	17.3	21.1	-3.7	
2015	3,337.4	3,901.0	-563.6	3,022.2	3,532.5	-510.3	1.1043	18.3	21.4	-3.1	
2016	3,568.0	4,099.1	-531.1	3,164.2	3,635.2	-471.0	1.1276	18.6	21.4	-2.8	
2017	3,810.8	4,268.6	-457.8	3,307.7	3,705.1	-397.4	1.1521	18.9	21.1	-2.3	
2018	4,029.9	4,443.1	-413.3	3,421.2	3,772.1	-350.9	1.1779	19.0	20.9	-1.9	
2019	4,226.1	4,728.8	-502.7	3,509.2	3,926.6	-417.4	1.2043	19.0	21.3	-2.3
